服务器 ID,玩家 ID,玩家信息,标题信息,附件资产信息,自定义
2021902,14712628,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2021902,15596902,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2021902,15596902,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2021902,15596902,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2022002,14365010,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2022002,14365010,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2022002,14365010,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2023502,13173406,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2023502,13173406,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2023502,13173406,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2023502,13173590,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2023502,13173590,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2023502,13173590,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2023502,16836715,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2023502,16836715,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2023502,16836715,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2023502,5608223,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2023502,5608223,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2023502,5608223,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2024402,20795899,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2024402,20795899,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2024402,20795899,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2024502,19424274,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2024502,19424274,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2024502,19424274,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2024502,19448494,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2024502,19448494,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2024502,19448494,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2024502,23125917,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2024502,23125917,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2024502,23125917,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2024702,16325355,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2024702,16325355,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2024702,16325355,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2024702,16371371,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2024702,16371371,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2024702,16371371,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2024702,18784417,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2024702,18784417,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2024702,18784417,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2024702,21450330,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2024702,21450330,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2024702,21450330,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2025502,18163099,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2025502,18163099,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2025502,18163099,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2025502,20971213,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2025502,20971213,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2025502,20971213,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2026002,19650940,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2026002,19650940,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2026002,19650940,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2026002,20302898,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2026002,20302898,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2026002,20302898,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2027002,20302734,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2027002,20302734,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2027002,20302734,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2028602,24608076,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2028602,24608076,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2028602,24608076,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2029902,22196808,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2029902,22196808,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2029902,22196808,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2029902,23558709,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2029902,23558709,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2029902,23558709,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2030002,25905112,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2030002,25905112,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2030002,25905112,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2031402,24346933,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2031402,24346933,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2031402,24346933,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2031402,24428746,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2031402,24428746,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2031402,24428746,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2032002,25378998,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2032002,25378998,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2032002,25378998,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2032402,25566753,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2032402,25566753,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2032402,25566753,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2032402,27652679,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2032402,27652679,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2032402,27652679,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2032402,27777369,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2032402,27777369,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2032402,27777369,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2032402,27837911,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2032402,27837911,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2032402,27837911,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2032402,35213391,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2032402,35213391,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2032402,35213391,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2033202,17502142,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2033202,17502142,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2033202,17502142,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2033202,35066724,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2033202,35066724,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2033202,35066724,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
