服务器 ID,玩家 ID,玩家信息,标题信息,附件资产信息,自定义
2051002,41811660,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2051302,42147446,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2051302,54318641,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2051302,49264391,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2051302,54274604,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":13}]"
2051302,49229750,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2052702,50534664,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2052702,56172163,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2052702,43866835,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2052702,43888808,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2054002,44881393,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2054002,56079415,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2054002,55625751,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2054002,44437762,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2054002,44009394,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2054002,43971518,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2054002,55416009,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2054202,46695184,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2054202,45700479,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2054202,46561134,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2054202,45738722,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2055302,42750440,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":3}]"
2055302,42406395,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2055802,47280721,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2055802,48123842,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2055802,50177634,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2055802,50469173,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2055802,48136275,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2056102,53016855,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2056102,45077858,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2058302,52505272,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2058302,48811209,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2058302,51747517,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2058302,51564845,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2058302,51338998,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2058402,56406903,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2058402,52847084,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2058802,47148619,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2060302,63829245,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2060902,58849865,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2060902,59914911,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2061402,62577942,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2061402,60118287,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2062402,64295331,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2062402,61027994,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2062602,62924001,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2063202,63467181,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2063202,63477560,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":25}]"
2066102,68616983,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2066102,73942835,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":9}]"
2068602,72315226,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2068602,71810828,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2068602,69593416,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2069702,70260972,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2069702,70766677,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2074702,77837316,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2074702,76407300,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2074702,76527080,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":24}]"
2075802,77044213,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2075802,221706773,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2077702,200914659,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2077702,200976066,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2078402,87324159,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2078402,88231983,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":13}]"
2079102,203491170,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2079302,84669715,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2079302,84274988,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2079302,200011513,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2079402,203110864,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2079402,83800758,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2079402,85433292,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2079402,86099899,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":24}]"
2084102,205275918,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2084102,205891242,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2085302,207072109,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":25}]"
2085302,209070981,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2086302,208432223,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":25}]"
2086302,208459853,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2086302,207771845,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2087402,212978154,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2087402,212072978,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2087402,210671446,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2087402,211244156,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2087402,211691265,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2088202,211817775,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2088302,210899656,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2088802,213517567,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2088802,213540253,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2088902,214914361,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2088902,213710005,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2088902,213344685,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2089202,212889085,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2089802,215158243,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2089802,214965207,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2089802,215154060,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2090002,216606276,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2090402,215791173,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2090402,216392556,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
